year,code,temp_change,CO2,cardio_deaths
2005,ARE,0.002233424,153826380.0,234.8485451
2006,ARE,0.002335801,162906640.0,271.7055424
2007,ARE,0.002439583,174583380.0,312.3406746
2008,ARE,0.002551978,195403200.0,303.3343606
2009,ARE,0.002662737,209315620.0,324.7227149
1990,URY,0.001825695,23048896.0,16.31522079
1991,URY,0.00183518,25144556.0,5.136034652
1992,URY,0.001846427,27709148.0,6.608563358
1993,URY,0.001857193,28456728.0,6.812585526
1994,URY,0.001865852,28291828.0,10.95210357
1995,URY,0.001871899,28976214.0,10.97923539
1996,URY,0.001882318,30653972.0,8.039795141
1997,URY,0.001893039,30795368.0,9.619857369
1998,URY,0.001903169,30688404.0,3.011739846
1999,URY,0.001912712,31489606.0,9.808911967
2000,URY,0.001917023,29382048.0,9.539156721
2001,URY,0.001920042,28400078.0,9.448401129
2002,URY,0.001925235,29286914.0,7.150131283
2003,URY,0.001936068,29892088.0,8.061601243
2004,URY,0.001949975,30584402.0,6.127289957
2005,URY,0.001963809,32440894.0,12.3385359
2006,URY,0.001980347,36507636.0,13.56894061
2007,URY,0.001997632,43928212.0,8.665521258
2008,URY,0.002020952,52715040.0,10.70733115
2009,URY,0.00204488,49845772.0,6.597812124
2010,URY,0.002070358,51691624.0,6.396179369
2011,URY,0.00209301,48491740.0,7.718839624
2012,URY,0.002114901,52833068.0,13.87750883
2013,URY,0.002133823,48194590.0,11.27889425
2014,URY,0.002155211,48686316.0,10.80648159
2015,URY,0.002177114,45918776.0,3.524666447
2016,URY,0.002199002,45473924.0,7.715512329
2017,URY,0.00222021,43957708.0,6.497653899
2018,URY,0.002241297,42550948.0,7.536886007
2019,URY,0.002261835,42079320.0,8.623507222
2020,URY,0.002282784,40016532.0,6.627819452
2021,URY,0.002307494,43558156.0,5.481423834
1992,UZB,0.003382839,159828900.0,280.0059962
2015,VUT,7.49e-05,350551.0,0.009902375
2016,VUT,7.49e-05,214184.6,0.459242988
2017,VUT,7.52e-05,1036616.9,0.124841728
2018,VUT,7.54e-05,607060.56,0.080361877
2019,VUT,7.54e-05,356960.8,0.133757417
2020,VUT,7.54e-05,312758.06,0.155090829
2021,VUT,7.54e-05,284772.6,0.154696836
1992,VEN,0.006414926,206793780.0,30.83613982
2018,VEN,0.010193354,206927410.0,298.5056038
2021,VEN,0.010257583,153504510.0,191.260139
1990,YEM,0.000261303,22395006.0,329.7750881
1991,YEM,0.000279025,21400352.0,310.0587192
1992,YEM,0.000298227,24963386.0,227.0723898
1993,YEM,0.000318285,23316064.0,314.505904
1994,YEM,0.000340319,25107408.0,275.7135328
1995,YEM,0.000361578,25894658.0,306.8841758
1996,YEM,0.000384041,26189832.0,295.5886132
1990,ZMB,0.002236768,60960784.0,10.82562636
1991,ZMB,0.002274551,64026096.0,3.417203783
1992,ZMB,0.002311016,63500332.0,20.86767948
1993,ZMB,0.002345841,62920276.0,10.69461461
1994,ZMB,0.002380046,57605610.0,19.26552802
1995,ZMB,0.002414816,65538224.0,28.23182586
1996,ZMB,0.002446018,56993044.0,32.68681765
1997,ZMB,0.002475171,56551976.0,14.03551845
1998,ZMB,0.002508847,64768090.0,31.69455304
1999,ZMB,0.002532554,57301284.0,13.919709
2000,ZMB,0.002559053,55679544.0,6.983335453
2001,ZMB,0.002591534,62957040.0,11.10755
2002,ZMB,0.002627544,72227550.0,11.88469161
2003,ZMB,0.002664596,70322400.0,17.31382748
2004,ZMB,0.00270539,68884510.0,6.065646392
2005,ZMB,0.002750702,78184270.0,19.47370284
2006,ZMB,0.002791975,72374990.0,14.40134386
2007,ZMB,0.002832155,81673810.0,7.879284268
2008,ZMB,0.002885367,97314230.0,16.85505717
2009,ZMB,0.002932226,89775660.0,10.0856291
2010,ZMB,0.002976527,96660984.0,27.42571102
2011,ZMB,0.003020713,99402750.0,22.86876546
2012,ZMB,0.003066318,96611256.0,29.51140761
2013,ZMB,0.003112986,97139500.0,39.46005621
2014,ZMB,0.00315858,94968120.0,49.44244331
2015,ZMB,0.00320375,92846664.0,45.27666652
2016,ZMB,0.003248995,90587150.0,64.14659033
2017,ZMB,0.003293461,92448936.0,29.90933673
2018,ZMB,0.003335798,91179270.0,32.96226145
2019,ZMB,0.003380106,90906140.0,66.79807557
2020,ZMB,0.003423712,89192000.0,55.39016767
2021,ZMB,0.003467163,89682710.0,79.83752747
1990,ZWE,0.001117023,54734300.0,12.96269949
1991,ZWE,0.001142181,53905332.0,12.13792707
1992,ZWE,0.001169252,56003150.0,40.26895651
1993,ZWE,0.001191349,52253150.0,8.893103947
1994,ZWE,0.001215083,55063736.0,23.08897071
1995,ZWE,0.001240602,60450804.0,28.77871276
1996,ZWE,0.001268404,61416068.0,20.62477351
1997,ZWE,0.001293195,56710932.0,15.40479731
1998,ZWE,0.001321563,60712708.0,22.23759977
1999,ZWE,0.001351076,61280864.0,13.37146014
2000,ZWE,0.001379137,56889750.0,5.328753403
2001,ZWE,0.00140825,56622770.0,14.44562111
2002,ZWE,0.00143216,51323436.0,20.6575046
2003,ZWE,0.001456675,53737610.0,37.60150131
2004,ZWE,0.001482079,53981412.0,27.58010002
2005,ZWE,0.001507814,55630092.0,47.10575375
2006,ZWE,0.001530594,51944490.0,43.3758882
2007,ZWE,0.001553406,54614464.0,23.13498925
2008,ZWE,0.001572681,45133604.0,32.57014148
2009,ZWE,0.001591839,43790656.0,23.65574598
2010,ZWE,0.001611439,48700924.0,45.70548163
2011,ZWE,0.001631951,46087824.0,51.10598776
2012,ZWE,0.001649432,42853096.0,43.28085034
2013,ZWE,0.00166969,42370184.0,36.81490606
2014,ZWE,0.001687599,40402788.0,31.15264473
2015,ZWE,0.001706427,40681020.0,76.74041195
2016,ZWE,0.001719671,37528836.0,90.67447588
2017,ZWE,0.001733949,37784600.0,26.66990183
2018,ZWE,0.001747615,37847984.0,44.28359109
2019,ZWE,0.001759051,36351330.0,98.08827349
2020,ZWE,0.001768991,33081062.0,54.04717638
2021,ZWE,0.001778843,33889200.0,67.63278314
